0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0,-0.375,0.0,-0.2,0.5,-0.19999999999999998,-0.2375,0.0,0.0,0.0,0.0
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0,-0.375,0.0,-0.2,0.5,-0.19999999999999998,-0.2375,0.0,0.0,0.0,0.0,-0.03611111111111112,-0.061904761904761914,0.24999999999999997,-0.2,-0.25,0.0,-0.2,-0.2,-0.2,-0.13333333333333333
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0,-0.375,0.0,-0.2,0.5,-0.19999999999999998,-0.2375,0.0,0.0,0.0,0.0,-0.03611111111111112,-0.061904761904761914,0.24999999999999997,-0.2,-0.25,0.0,-0.2,-0.2,-0.2,-0.13333333333333333,0.0,0.0,-0.1,0.0,0.07500000000000001,-0.1875,0.0,0.2,0.0,0.0
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0,-0.375,0.0,-0.2,0.5,-0.19999999999999998,-0.2375,0.0,0.0,0.0,0.0,-0.03611111111111112,-0.061904761904761914,0.24999999999999997,-0.2,-0.25,0.0,-0.2,-0.2,-0.2,-0.13333333333333333,0.0,0.0,-0.1,0.0,0.07500000000000001,-0.1875,0.0,0.2,0.0,0.0,0.0,0.4611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.7,0.7,0.7,0.5166666666666666,0.32857142857142857,0.41623376623376623,0.44999999999999996,0.6,0.7,0.5,0.0,0.025,0.0,0.0,-0.375,0.0,-0.2,0.5,-0.19999999999999998,-0.2375,0.0,0.0,0.0,0.0,-0.03611111111111112,-0.061904761904761914,0.24999999999999997,-0.2,-0.25,0.0,-0.2,-0.2,-0.2,-0.13333333333333333,0.0,0.0,-0.1,0.0,0.07500000000000001,-0.1875,0.0,0.2,0.0,0.0,0.0,0.4611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23333333333333336,-0.8,0.2,-0.025,0.06666666666666667,0.0,0.3,0.31666666666666665
